,date,text
19245,2018-05-21,NFLX New Form PXAG for Netflix Inc From our Stock News Alerts App
19244,2018-05-21,As Netflix NFLX Valuation Rose Tybourne Capital Management Hk LTD Has Lifted Stake Solus Alternative Asset Management LP Position in Intelsat S A I Cut by  Million    
19253,2018-05-21,I do not see how an entertainment company can get valuations not related to its future earning potential and several sigmas over its peer group NFLX 
19243,2018-05-21,NFLX NETFLIX IN MULTIYEAR PACT WITH BARACK  MICHELLE OBAMA
19241,2018-05-21,BREAKING Netflix says Barack and Michelle Obama have entered into a multiyear agreement to produce films and series with the company NFLX  
19240,2018-05-21,  has entered into a multiyear agreement w   to produce films and series NFLX
19239,2018-05-21,BREAKING Netflix says Barack and Michelle Obama have entered into a multiyear agreement to produce films and series with the company NFLX  
19238,2018-05-21,Did  recuse herself  NFLX   
19237,2018-05-21,UPDATE Netflix Inc NFLX signs multiyear deal with President Barack Obama and Michelle Obama   
19236,2018-05-21, months after appointing  to the board  wraps up negotiations that were taking place with     announce that they have entered into a multiyear agreement   NFLX
19235,2018-05-21,  announces multiyear partnership with former US President  NFLX   
19234,2018-05-21,The NFLX stock is up doing very well compared to the rest of FANG stocks FANG means Facebook Amazon Netflix Google   
19233,2018-05-21,Barack and Michelle Obama have signed a multiyear deal with Netflix to make original shows and movies NFLX   
19242,2018-05-21,Does this make you more bullish or bearish on Netflix stock Either way its what makes a market BTW NFLX currently worth around  BILLION as a companymaking it bigger than Pepsicox bigger than Lowes x Ford Motor x Carnival Cruises etc   
19232,2018-05-21,NFLX Netflix says Barack and Michelle Obama have entered into a multiyear agreement to produce films and series    
19254,2018-05-21,Jennison Associates LLC Has Trimmed Netflix INC NFLX Stake by  Million Share Price Rose   
19256,2018-05-21,Netflix best company to invest in worldwide NFLX NTAP    
19183,2018-05-21,There goes Netflix  DOW NFLX  SELL SELL SELL  
19276,2018-05-21,Netflix Inc NFLX Given Average Recommendation of Buy by Analysts   
19275,2018-05-21,NFLX  Analyst Netflix Inc Content Strategy Is Paying Off In Spades  
19274,2018-05-21,Cisco Systems Has Cut Its Vmware  VMW Position by  Million Stock Value Declined Netflix NFLX Position Held by Shell Asset Management Co    
19273,2018-05-21,First Financial Bank  Trust Division Has Trimmed Conocophillips COP Position By  Technology Crossover Management Vii LTD Has Decreased Netflix NFLX Stake By  Million    
19272,2018-05-21,Sun Life Financial Has Lowered Netflix NFLX Stake by  as Stock Value Rose Deutsche Bank  Pfd DKT Holder American Research  Management Has Raised Position by    
19271,2018-05-21,Alibaba Group Hldg LTD Put BABA Holding Has Raised by Indus Capital Partners Llc As Netflix NFLX Share Price Rose Scopia Capital Management LP Decreased Position by  Million   
19270,2018-05-21,As Invesco Mortgage Capital C IVR Market Valuation Declined Piedmont Investment Advisors Has Upped by  Its Stake Technology Crossover Management Vii LTD Position in Netflix NFLX Has Trimmed by  Million   
19269,2018-05-21,Shareholder Towercrest Capital Management Has Upped Ishares Nasdaq Biotechnology Etf GOOGL Position As Netflix NFLX Share Price Rose Holder Technology Crossover Management Vii LTD Has Decreased by  Million Its Holding   
19255,2018-05-21,Targa Res TRGP Stock Declined While Scopia Capital Management LP Has Increased by  Million Its Stake Netflix NFLX Share Value Rose While Dragoneer Investment Group Has Lifted by  Million Its Holding   
19268,2018-05-21,Ctc Has Boosted Its Netflix NFLX Holding by  Million Viacom New VIAB Shareholder Euclidean Technologies Management Has Raised Stake    
19266,2018-05-21,Netflixs DVD business is still alive and profitable by a small margin NFLX    
19265,2018-05-21,Goldman Sachs expects growth on Align Technology ALGN  revenue growth estimate Amazon AMZN  Autodesk ADSK  Cabot OilCOG  Concho Resources CXO  Facebook FB  Netflix NFLX  Pentair PNR  Vertex Pharma VRTX 
19264,2018-05-21,Netflix NFLX Stock Value Rose While Technology Crossover Management Vii LTD Cut by  Million Its Stake Cambridge Financial Group Stake in Unitedhealth Group UNH Has Cut by  Million as Valuation Declined    
19263,2018-05-21,As Exxon Mobil            Com XOM Share Value Declined Whittier Trust Co Of Nevada Boosted by  Million Its Holding Netflix Com Usd Common Stock NFLX Shareholder Rathbone Brothers Plc Has Lowered Stake as Share Price Rose   
19261,2018-05-21,Equity Research Analysts at GBH Insights Kept the Same their Buy rating for Netflix NFLX The Price Target is  Last Week Avianca Holdings SA AVH Coverage    
19260,2018-05-21,Jennison Associates Lifted Its Cms Energy CMS Stake Dragoneer Investment Group Boosted Its Netflix NFLX Stake    
19259,2018-05-21,   Africas dominant TV provider is terrified by the rise of Netflix  NFLX
19258,2018-05-21,Mig Capital Has Lowered Netflix NFLX Stake by  Million Kennedy Capital Management Has Lowered Its Stake in Mid MAA as Stock Price Declined   
19257,2018-05-21,Tata Sky will be the supplier of Netflix Hotstar Amazon Prime    NFLX FOXA DIS IFN EPI 
19267,2018-05-21,Berry Global Group BERY Shareholder Dsc Advisors LP Trimmed Stake as Valuation Declined Glynn Capital Management Has Trimmed Netflix NFLX Holding by  Million   
19231,2018-05-21,Barack and Michelle Obama have signed a multiyear deal with Netflix to make original shows and movies NFLX    
19262,2018-05-21,Meeder Asset Management Has Increased Cabot CBT Position by  as Shares Declined Netflix NFLX Holder Grubman Wealth Management Cut Its Holding by    
19229,2018-05-21,Barack and Michelle Obama have signed a multiyear deal with Netflix to make original shows and movies NFLX    
19204,2018-05-21,NFLX The Obamas just signed a multiyear deal to make shows and movies for Netflix   
19203,2018-05-21,Great vehicle for  for the young Theyll just lap everything up as gospel and spread the word from this antiAmerican couple Besides Susan Rice aka Benghazi lier  is already employed there Netflix turning into a den of vipers poisoning young minds Sell NFLX 
19202,2018-05-21,The CORRUPTION no one is talking about Obama invented  to benefit   of primetime bandwidth use is NFLX Next Netflix hires the Obama
19201,2018-05-21,NFLX  USD  
19200,2018-05-21,Whatever they produce will literally be the last things Ill ever watch on NFLX
19199,2018-05-21,Barack and Michelle Obama signed a deal with Netflix to make original shows and movies NFLX   
19198,2018-05-21,NFLX Barack and Michelle Obama to produce content for Netflix   
19197,2018-05-21,Barack and Michelle Obama signed a deal with Netflix to make original shows and movies NFLX   
19196,2018-05-21,Barack and Michelle Obama sign production deal with Netflix NFLX    
19205,2018-05-21,BREAKING Netflix says Barack and Michelle Obama have entered into a multiyear agreement to produce films and series with the company NFLX    
19195,2018-05-21,Heres a good title for the  and  upcoming show development Bowing Apologies and Liberalism  The nd one can be surmised as Hug the Queen NFLX   
19193,2018-05-21,Grubman Wealth Management Has Decreased Its Netflix NFLX Stake by  Valuation Rose Dycom Inds Com Call DY Share Price Declined While Hwg Holdings LP Lowered Its Holding by  Million    
19191,2018-05-21,The CORRUPTION no one is talking about  Obama invented  to benefit  NFLX  of primetime bandwidth use is NFLX Next Netflix hires the Obama
19190,2018-05-21,Fresh  Article  Netflix Inc NFLX New SameSex Comedy Film to Star Jennifer Aniston      
19189,2018-05-21,Perhaps it takes NFLX down  
19188,2018-05-21,Mplx LP MPLX Shareholder Yost Capital Management Boosted Holding by  as Share Price Declined Netflix NFLX Shareholder Tpg Group Holdings Sbs Advisors Decreased Position   
19187,2018-05-21,The deal between Netflix and Barack and Michelle Obama is already paying off at least for NFLX investors Market value up  billion since news was announced
19186,2018-05-21, Barack und Michelle Obama haben einen Vertrag mit Netflix um Shows und Filme zu produzieren NFLX  Mehr hier      
19185,2018-05-21,Netflix NFLX Just Signed on the Obama Family for Original Content           
19230,2018-05-21,Barack and Michelle Obama have signed a multiyear deal with Netflix to make original shows and movies NFLX    
19194,2018-05-21,BREAKING Netflix says Barack and Michelle Obama have entered into a multiyear agreement to produce films and series with the company NFLX
19206,2018-05-21,The Top  Netflix Shareholders NFLX   
19192,2018-05-21,Churchill Management Position in Netflix Com NFLX Lowered by  As Telus TU Market Value Declined Holder Federated Investors Has Increased Stake    
19208,2018-05-21,The CORRUPTION no one is talking about  Obama invented  to benefit  NFLX  of primetime bandwidth use is NFLX Next Netflix hires the Obama     
19228,2018-05-21,Barack and Michelle Obama have signed a multiyear deal with Netflix to make original shows and movies NFLX    
19207,2018-05-21,Obama and Netflix A new concept NFLX   
19227,2018-05-21,Barack and Michelle Obama have signed a multiyear deal with Netflix to make original shows and movies NFLX    
19226,2018-05-21,Salem Investment Counselors Has Raised Its Holding in Netflix NFLX by  Gilman Hill Asset Management Has Increased Its Centurylink CTL Position by  Million   
19225,2018-05-21,Barack and Michelle Obama have signed a multiyear deal with Netflix to make original shows and movies NFLX    johnangel
19224,2018-05-21,Barack and Michelle Obama have signed a multiyear deal with Netflix to make original shows and movies NFLX   
19222,2018-05-21, Things To Know Barack and Michelle Obama have signed a multiyear deal with Netflix to make original shows and movies NFLX   
19221,2018-05-21,Barack and Michelle Obama have signed a multiyear deal with Netflix to make original shows and movies NFLX   
19220,2018-05-21,Guayyyyyyy RT  BREAKING Netflix says Barack and Michelle Obama have entered into a multiyear agreement to produce films and series with the company NFLX  
19219,2018-05-21,Barack and Michelle Obama have signed a multiyear deal with Netflix to make original shows and movies NFLX    
19223,2018-05-21,Barack and Michelle Obama have signed a multiyear deal with Netflix to make original shows and movies NFLX   
19217,2018-05-21,New post Barack and Michelle Obama have signed a multiyear deal with Netflix to make original shows and movies NFLX   
19216,2018-05-21,NFLX Obamas to Produce Netflix Movies and Shows Under Multiyear Deal via   
19215,2018-05-21,Columbus Circle Investors Has Cut Netflix NFLX Stake Invitae NVTA Shorts Increased By     
19214,2018-05-21,Netflix enters into a multiyear pact with  and  to produce films  series scripted unscripted docs  features NFLX
19213,2018-05-21,The Top  Netflix Shareholders NFLX   
19212,2018-05-21,The Top  Netflix Shareholders NFLX   
19211,2018-05-21,The Top  Netflix Shareholders NFLX    
19209,2018-05-21,Barack and Michelle Obama signed a deal with Netflix to make original shows and movies NFLX    
19218,2018-05-21,  Netflix signs Obamas to twoyear content deal    NFLX
19210,2018-05-21,Barack and Michelle Obama signed a deal with Netflix to make original shows and movies NFLX    
19004,2018-05-22,Morgan Stanley  ist mehr wert als  und  GOOGL NFLX DIS  
19003,2018-05-22,Ipg Investment Advisors Has Trimmed By  Million Its Netflix Com NFLX Holding SWK HOLDINGS CORPORATION SWKH SI Increased By    
19002,2018-05-22,Northern Cross Lowered Its Bancolombia SA CIB Position Tybourne Capital Management Hk LTD Upped Netflix NFLX Stake    
19001,2018-05-22,Ah yes nonpartisan  highlights the new contract of   Why would   reward a couple who essentially endorsed s chant of  by inviting to     is     
19000,2018-05-22,Hillhouse Capital Management LTD Raised Netflix NFLX Stake by  Million as Valuation Rose Wealth Enhancement Advisory Services Has Lifted Its Microsoft MSFT Position by  as Market Valuation Rose   
18996,2018-05-22,Yep His supporters already are If their precious little Netflix boycott works out as well as their previous boycotts Starbucks Chipotle Pepsi youll be wanting to buy NFLX stock right away
18998,2018-05-22,Bueno bueno IQ el Netflix chino subiendo casi un  tiene toda la pinta de romper los mximos histricos pronto empez a cotizar el  de marzo NFLX 
18997,2018-05-22,Netflix NFLX Inks a Major Contract Brings Obamas On Board    via 
18995,2018-05-22,As Netflix NFLX Valuation Rose Shareholder Grubman Wealth Management Has Decreased Holding Kt KT Share Price Declined While Silchester International Investors Llp Has Boosted Its Position    
18993,2018-05-22,As Intel INTC Market Valuation Rose Sigma Planning Has Upped Position Centre Asset Management Has Lifted Netflix NFLX Holding by    
19005,2018-05-22,NFLX s DVD business is still alive and profitable by a small margin    SPY GLD SLV QQQ DIA DJIA IWM TLT EEM ETH BTC         
18994,2018-05-22,Ctc Raised Netflix NFLX Holding Clearfield Has  Sentiment   
18999,2018-05-22,Fagan Associates Has Trimmed General Electric Co GE Position by  Million Netflix NFLX Shareholder Ctc Boosted Position   
19006,2018-05-22,Netflix NFLX recently announced that it is casting Jennifer Aniston and American stand up comedian Tig Notaro in a same sex White House comedy film Notably Aniston is reportedly working with   
